id,rajaongkir_id,province_id,name,created_at,updated_at
375,475,26,MUSI RAWAS,2026-02-03 15:56:55,2026-02-03 15:56:55
376,476,26,MUSI RAWAS UTARA,2026-02-03 15:56:55,2026-02-03 15:56:55
377,479,26,OGAN KOMERING ULU,2026-02-03 15:56:55,2026-02-03 15:56:55
378,480,26,OGAN KOMERING ILIR,2026-02-03 15:56:55,2026-02-03 15:56:55
379,482,26,LAHAT,2026-02-03 15:56:55,2026-02-03 15:56:55
380,485,26,MUARA ENIM,2026-02-03 15:56:55,2026-02-03 15:56:55
381,486,26,PENUKAL ABAB LEMATANG ILIR,2026-02-03 15:56:55,2026-02-03 15:56:55
382,487,26,PAGAR ALAM,2026-02-03 15:56:55,2026-02-03 15:56:55
383,488,26,PRABUMULIH,2026-02-03 15:56:55,2026-02-03 15:56:55
384,489,26,MUSI BANYUASIN,2026-02-03 15:56:55,2026-02-03 15:56:55
385,491,26,BANYUASIN,2026-02-03 15:56:55,2026-02-03 15:56:55
386,492,26,EMPAT LAWANG,2026-02-03 15:56:55,2026-02-03 15:56:55
387,493,26,OGAN ILIR,2026-02-03 15:56:55,2026-02-03 15:56:55
388,494,26,OGAN KOMERING ULU TIMUR,2026-02-03 15:56:55,2026-02-03 15:56:55
389,495,26,OGAN KOMERING ULU SELATAN,2026-02-03 15:56:55,2026-02-03 15:56:55
390,496,26,LUBUK LINGGAU,2026-02-03 15:56:55,2026-02-03 15:56:55
391,497,27,PALU,2026-02-03 15:56:56,2026-02-03 15:56:56
392,498,27,BANGGAI,2026-02-03 15:56:56,2026-02-03 15:56:56
393,499,27,POSO,2026-02-03 15:56:56,2026-02-03 15:56:56
394,500,27,TOLI-TOLI,2026-02-03 15:56:56,2026-02-03 15:56:56
395,501,27,BANGGAI LAUT,2026-02-03 15:56:56,2026-02-03 15:56:56
396,502,27,BANGGAI KEPULAUAN,2026-02-03 15:56:56,2026-02-03 15:56:56
397,504,27,BUOL,2026-02-03 15:56:56,2026-02-03 15:56:56
398,505,27,DONGGALA,2026-02-03 15:56:56,2026-02-03 15:56:56
399,507,27,SIGI,2026-02-03 15:56:56,2026-02-03 15:56:56
400,509,27,MOROWALI,2026-02-03 15:56:56,2026-02-03 15:56:56
401,510,27,MOROWALI UTARA,2026-02-03 15:56:56,2026-02-03 15:56:56
402,511,27,PARIGI MOUTONG,2026-02-03 15:56:56,2026-02-03 15:56:56
403,512,27,TOJO UNA-UNA,2026-02-03 15:56:56,2026-02-03 15:56:56
404,513,28,PONTIANAK,2026-02-03 15:56:56,2026-02-03 15:56:56
405,514,28,KETAPANG,2026-02-03 15:56:56,2026-02-03 15:56:56
406,515,28,SANGGAU,2026-02-03 15:56:56,2026-02-03 15:56:56
407,516,28,SINGKAWANG,2026-02-03 15:56:56,2026-02-03 15:56:56
408,517,28,SINTANG,2026-02-03 15:56:56,2026-02-03 15:56:56
409,519,28,KAPUAS HULU,2026-02-03 15:56:56,2026-02-03 15:56:56
410,522,28,BENGKAYANG,2026-02-03 15:56:56,2026-02-03 15:56:56
411,523,28,LANDAK,2026-02-03 15:56:56,2026-02-03 15:56:56
412,524,28,MELAWI,2026-02-03 15:56:56,2026-02-03 15:56:56
413,526,28,MEMPAWAH,2026-02-03 15:56:56,2026-02-03 15:56:56
414,527,28,KUBU RAYA,2026-02-03 15:56:56,2026-02-03 15:56:56
415,528,28,SAMBAS,2026-02-03 15:56:56,2026-02-03 15:56:56
416,529,28,SEKADAU,2026-02-03 15:56:56,2026-02-03 15:56:56
417,530,28,KAYONG UTARA,2026-02-03 15:56:56,2026-02-03 15:56:56
418,546,29,SORONG,2026-02-03 15:56:56,2026-02-03 15:56:56
419,547,29,TAMBRAUW,2026-02-03 15:56:56,2026-02-03 15:56:56
420,548,29,FAKFAK,2026-02-03 15:56:56,2026-02-03 15:56:56
421,549,29,KAIMANA,2026-02-03 15:56:56,2026-02-03 15:56:56
422,551,29,RAJA AMPAT,2026-02-03 15:56:56,2026-02-03 15:56:56
423,552,29,SORONG SELATAN,2026-02-03 15:56:56,2026-02-03 15:56:56
424,553,29,MAYBRAT,2026-02-03 15:56:56,2026-02-03 15:56:56
425,554,29,TELUK BINTUNI,2026-02-03 15:56:56,2026-02-03 15:56:56
426,556,29,TELUK WONDAMA,2026-02-03 15:56:56,2026-02-03 15:56:56
427,557,29,MANOKWARI,2026-02-03 15:56:56,2026-02-03 15:56:56
428,558,29,PEGUNUNGAN ARFAK,2026-02-03 15:56:56,2026-02-03 15:56:56
429,559,29,MANOKWARI SELATAN,2026-02-03 15:56:56,2026-02-03 15:56:56
430,598,30,BANDAR LAMPUNG,2026-02-03 15:56:57,2026-02-03 15:56:57
431,599,30,LAMPUNG SELATAN,2026-02-03 15:56:57,2026-02-03 15:56:57
432,600,30,LAMPUNG UTARA,2026-02-03 15:56:57,2026-02-03 15:56:57
433,601,30,METRO,2026-02-03 15:56:57,2026-02-03 15:56:57
434,603,30,LAMPUNG BARAT,2026-02-03 15:56:57,2026-02-03 15:56:57
435,604,30,PESISIR BARAT,2026-02-03 15:56:57,2026-02-03 15:56:57
436,605,30,LAMPUNG TENGAH,2026-02-03 15:56:57,2026-02-03 15:56:57
437,607,30,LAMPUNG TIMUR,2026-02-03 15:56:57,2026-02-03 15:56:57
438,608,30,WAY KANAN,2026-02-03 15:56:57,2026-02-03 15:56:57
439,609,30,TULANG BAWANG,2026-02-03 15:56:57,2026-02-03 15:56:57
440,610,30,MESUJI,2026-02-03 15:56:57,2026-02-03 15:56:57
441,611,30,TULANG BAWANG BARAT,2026-02-03 15:56:57,2026-02-03 15:56:57
442,615,30,PRINGSEWU,2026-02-03 15:56:57,2026-02-03 15:56:57
443,616,30,TANGGAMUS,2026-02-03 15:56:57,2026-02-03 15:56:57
444,618,30,PESAWARAN,2026-02-03 15:56:57,2026-02-03 15:56:57
445,626,31,TARAKAN,2026-02-03 15:56:57,2026-02-03 15:56:57
446,627,31,BULUNGAN,2026-02-03 15:56:57,2026-02-03 15:56:57
447,628,31,MALINAU,2026-02-03 15:56:57,2026-02-03 15:56:57
448,629,31,NUNUKAN,2026-02-03 15:56:57,2026-02-03 15:56:57
449,631,31,TANA TIDUNG,2026-02-03 15:56:57,2026-02-03 15:56:57
450,636,32,TERNATE,2026-02-03 15:56:58,2026-02-03 15:56:58
451,637,32,HALMAHERA BARAT,2026-02-03 15:56:58,2026-02-03 15:56:58
452,639,32,HALMAHERA SELATAN,2026-02-03 15:56:58,2026-02-03 15:56:58
453,640,32,HALMAHERA TENGAH,2026-02-03 15:56:58,2026-02-03 15:56:58
454,641,32,HALMAHERA TIMUR,2026-02-03 15:56:58,2026-02-03 15:56:58
455,642,32,HALMAHERA UTARA,2026-02-03 15:56:58,2026-02-03 15:56:58
456,643,32,PULAU MOROTAI,2026-02-03 15:56:58,2026-02-03 15:56:58
457,644,32,KEPULAUAN SULA,2026-02-03 15:56:58,2026-02-03 15:56:58
458,646,32,PULAU TALIABU,2026-02-03 15:56:58,2026-02-03 15:56:58
459,647,32,TIDORE KEPULAUAN,2026-02-03 15:56:58,2026-02-03 15:56:58
460,648,33,MAKASSAR,2026-02-03 15:56:58,2026-02-03 15:56:58
461,649,33,BANTAENG,2026-02-03 15:56:58,2026-02-03 15:56:58
462,650,33,BARRU,2026-02-03 15:56:58,2026-02-03 15:56:58
463,651,33,BULUKUMBA,2026-02-03 15:56:58,2026-02-03 15:56:58
464,652,33,ENREKANG,2026-02-03 15:56:58,2026-02-03 15:56:58
465,653,33,JENEPONTO,2026-02-03 15:56:58,2026-02-03 15:56:58
466,654,33,TANA TORAJA,2026-02-03 15:56:58,2026-02-03 15:56:58
467,655,33,TORAJA UTARA,2026-02-03 15:56:58,2026-02-03 15:56:58
468,659,33,MAROS,2026-02-03 15:56:58,2026-02-03 15:56:58
469,663,33,PALOPO,2026-02-03 15:56:58,2026-02-03 15:56:58
470,664,33,PINRANG,2026-02-03 15:56:58,2026-02-03 15:56:58
471,667,33,SIDENRENG RAPPANG,2026-02-03 15:56:58,2026-02-03 15:56:58
472,670,33,WAJO,2026-02-03 15:56:58,2026-02-03 15:56:58
473,671,33,SINJAI,2026-02-03 15:56:58,2026-02-03 15:56:58
474,673,33,GOWA,2026-02-03 15:56:58,2026-02-03 15:56:58
475,674,33,TAKALAR,2026-02-03 15:56:58,2026-02-03 15:56:58
476,676,33,BONE,2026-02-03 15:56:58,2026-02-03 15:56:58
477,678,33,SOPPENG,2026-02-03 15:56:58,2026-02-03 15:56:58
478,679,33,KEPULAUAN SELAYAR,2026-02-03 15:56:58,2026-02-03 15:56:58
479,680,33,PANGKAJENE KEPULAUAN,2026-02-03 15:56:58,2026-02-03 15:56:58
480,683,33,PAREPARE,2026-02-03 15:56:58,2026-02-03 15:56:58
481,684,33,LUWU,2026-02-03 15:56:58,2026-02-03 15:56:58
482,685,33,LUWU TIMUR,2026-02-03 15:56:58,2026-02-03 15:56:58
483,686,33,LUWU UTARA,2026-02-03 15:56:58,2026-02-03 15:56:58
484,657,34,MAMUJU,2026-02-03 15:56:58,2026-02-03 15:56:58
485,658,34,MAMUJU TENGAH,2026-02-03 15:56:58,2026-02-03 15:56:58
486,662,34,MAJENE,2026-02-03 15:56:58,2026-02-03 15:56:58
487,665,34,POLEWALI MANDAR,2026-02-03 15:56:58,2026-02-03 15:56:58
488,687,34,MAMASA,2026-02-03 15:56:58,2026-02-03 15:56:58
489,688,34,MAMUJU UTARA,2026-02-03 15:56:58,2026-02-03 15:56:58
